member_id,total_tickets,avg_csat,total_repeat_contacts,total_escalations,avg_resolution_time
108676,1,2.0,0,1,54.8
108702,1,5.0,0,0,23.0
108705,1,4.0,1,0,21.0
108706,1,5.0,0,0,9.3
108773,1,4.0,0,0,38.1
108783,1,5.0,0,0,27.2
108795,1,4.0,0,0,56.0
108798,1,4.0,1,0,16.8
108831,1,5.0,0,1,22.8
108872,1,5.0,0,0,20.7
108899,1,4.0,0,0,29.4
108906,1,2.0,0,0,56.2
108939,1,5.0,0,1,45.0
108942,1,4.0,0,1,29.0
108959,1,5.0,0,0,43.5
108972,1,4.0,0,1,30.1
109014,1,5.0,0,0,41.3
109027,1,3.0,1,0,31.8
109036,1,4.0,0,1,52.0
109039,1,4.0,0,0,16.7
109102,1,5.0,0,0,51.5
109127,1,3.0,0,0,13.3
109143,1,4.0,1,0,48.9
109182,1,4.0,0,0,50.2
109198,1,4.0,0,1,41.0
109203,1,5.0,1,0,38.7
109214,1,5.0,1,0,16.0
109230,1,5.0,0,0,11.1
109264,1,5.0,0,0,6.9
109270,1,5.0,0,0,7.8
109277,1,4.0,0,1,43.1
109294,1,3.0,1,0,50.5
109324,1,5.0,0,0,1.0
109326,1,3.0,0,1,68.4
109367,1,4.0,0,0,13.1
109445,1,5.0,0,0,19.7
109471,1,4.0,0,0,24.2
109474,1,5.0,0,0,45.3
109477,1,4.0,0,0,12.1
109512,1,4.0,0,0,10.3
109556,1,5.0,0,0,10.0
109574,1,5.0,0,1,34.9
109585,1,4.0,0,0,11.8
109598,1,3.0,0,0,61.2
109631,1,5.0,0,0,12.6
109639,1,5.0,0,0,40.2
109682,1,5.0,0,0,45.6
109688,1,4.0,0,1,33.2
109817,1,3.0,1,1,28.6
109837,1,4.0,1,0,45.7
109852,1,4.0,0,0,19.7
109914,1,5.0,0,0,38.8
109921,1,4.0,0,0,65.6
109942,1,3.0,0,1,60.1
109965,1,4.0,1,1,43.0
110101,1,3.0,0,1,18.2
110108,1,3.0,1,1,66.6
110116,1,5.0,0,0,58.7
110142,1,5.0,1,0,31.6
110149,1,3.0,0,0,25.4
110178,1,5.0,0,0,17.1
110193,1,5.0,0,0,17.5
110210,1,2.0,0,1,43.5
110233,1,4.0,0,0,50.5
110248,1,4.0,0,1,36.6
110252,1,5.0,0,0,14.4
110256,1,5.0,0,0,41.7
110291,1,5.0,0,0,6.1
110312,1,5.0,0,0,34.0
110325,2,4.5,1,0,35.05
110326,1,4.0,0,0,43.7
110347,1,5.0,0,0,16.9
110382,1,4.0,0,0,12.9
110409,1,4.0,0,1,28.5
110432,1,5.0,0,0,26.4
110441,1,5.0,0,0,32.9
110507,1,2.0,0,0,63.2
110534,1,5.0,0,0,20.8
110539,1,4.0,0,0,10.4
110540,1,2.0,1,1,49.5
110580,1,5.0,0,0,2.0
110587,1,5.0,0,0,36.4
110653,2,4.5,0,1,49.55
110669,1,2.0,1,1,53.0
110684,1,5.0,0,0,12.1
110754,1,3.0,1,0,58.8
110756,1,4.0,0,0,14.8
110767,1,3.0,1,1,59.3
110782,1,2.0,1,1,50.8
110788,1,4.0,0,0,57.2
110789,1,5.0,1,0,10.2
110811,1,4.0,0,0,48.6
110814,1,5.0,1,0,15.0
110829,1,3.0,0,1,37.0
110879,1,5.0,0,0,36.3
110951,1,5.0,0,0,11.6
110994,1,5.0,0,0,36.8
111003,1,5.0,1,0,35.2
111021,1,5.0,0,0,20.4
111023,1,4.0,0,0,50.5
111029,1,5.0,1,0,13.3
111060,1,5.0,0,0,15.6
111061,1,5.0,1,0,45.3
111063,1,4.0,0,0,7.3
111075,1,3.0,1,0,84.0
111077,1,5.0,0,0,26.9
111084,1,4.0,0,0,56.3
111145,1,5.0,0,0,14.2
111153,1,5.0,0,0,20.6
111160,1,5.0,0,0,45.1
111217,1,4.0,0,0,55.8
111250,1,4.0,0,0,52.8
111342,1,4.0,0,0,12.0
111378,1,5.0,0,0,28.8
111383,1,5.0,0,0,15.4
111410,1,5.0,0,0,5.5
111417,1,5.0,1,0,32.5
111429,1,5.0,0,0,8.8
111449,1,5.0,0,0,20.5
111466,1,4.0,0,0,52.3
111469,1,5.0,0,0,35.1
111489,1,4.0,0,1,31.9
111490,1,4.0,0,0,34.1
111491,2,4.5,0,0,32.5
111514,1,5.0,1,0,51.4
111546,1,5.0,0,0,24.9
111574,1,5.0,0,0,11.9
111587,1,5.0,0,1,14.1
111613,1,3.0,1,0,81.4
111654,1,5.0,1,0,11.4
111681,1,5.0,0,0,27.1
111688,1,5.0,0,0,36.7
111733,1,5.0,1,0,35.4
111745,1,5.0,0,0,5.8
111755,1,5.0,0,0,19.5
111804,1,5.0,0,0,22.1
111823,1,4.0,0,0,63.5
111832,1,5.0,0,0,15.7
111835,1,4.0,0,0,45.3
111886,2,4.5,0,1,30.349999999999998
111909,1,5.0,0,0,28.8
111921,1,5.0,0,0,42.9
111970,1,5.0,1,0,4.7
111978,1,5.0,0,0,5.1
111980,1,5.0,0,0,52.4
111996,1,5.0,0,0,20.5
112019,1,5.0,0,0,39.3
112027,1,4.0,1,1,18.9
112030,1,5.0,1,0,24.9
112035,1,4.0,0,1,1.9
112039,1,5.0,0,0,50.7
112064,2,5.0,1,0,18.95
112066,1,4.0,0,0,55.2
112068,1,5.0,0,0,14.0
112090,1,4.0,0,0,18.0
112099,1,5.0,0,0,20.9
112113,1,2.0,0,1,53.5
112134,1,5.0,0,0,22.0
112143,1,4.0,0,0,11.5
112150,1,5.0,0,1,16.6
112162,1,5.0,0,1,29.2
112171,1,4.0,0,1,74.1
112209,1,5.0,1,0,13.0
112216,1,5.0,0,0,40.3
112281,1,5.0,0,0,32.0
112283,1,5.0,0,0,26.0
112288,1,5.0,1,0,17.5
112299,1,4.0,0,0,24.4
112316,1,5.0,0,0,16.2
112320,1,5.0,0,0,21.0
112329,1,5.0,0,0,42.9
112349,1,5.0,0,0,33.1
112364,1,5.0,0,0,7.9
112372,1,5.0,0,0,12.8
112428,1,5.0,0,0,15.6
112433,1,3.0,1,1,10.1
112487,1,5.0,0,0,34.6
112495,1,2.0,1,0,28.6
112556,1,3.0,0,1,42.1
112573,1,5.0,0,0,29.8
112598,1,4.0,0,0,7.4
112627,1,4.0,0,0,9.1
112637,1,4.0,0,0,66.7
112689,1,4.0,0,0,18.3
112737,1,3.0,0,1,43.6
112738,1,5.0,0,0,41.0
112740,1,5.0,0,0,8.1
112751,1,4.0,1,1,21.4
112800,1,4.0,1,0,53.5
112801,1,5.0,0,0,14.7
112810,1,4.0,1,0,29.7
112829,1,4.0,0,1,6.2
112847,1,5.0,0,0,19.9
112860,1,3.0,0,1,17.7
112882,1,5.0,0,0,16.9
112887,1,4.0,0,0,12.7
112903,1,5.0,0,0,53.6
112904,1,4.0,0,1,45.3
112933,1,4.0,1,0,23.3
112945,1,4.0,0,0,13.9
112954,1,4.0,0,0,63.5
112972,1,5.0,1,1,6.7
112992,1,4.0,0,1,53.0
113006,1,4.0,1,0,42.4
113015,1,5.0,0,0,17.1
113018,1,4.0,0,1,58.7
113028,1,5.0,0,0,23.5
113067,1,5.0,0,0,54.0
113079,1,5.0,0,0,42.7
113105,1,5.0,0,0,40.9
113106,1,4.0,0,0,8.0
113132,1,5.0,0,0,20.4
113157,1,4.0,0,0,11.5
113168,1,2.0,1,0,51.8
113188,1,5.0,0,0,15.4
113254,1,4.0,0,0,62.8
113259,1,4.0,1,1,34.1
113264,1,5.0,1,0,22.3
113280,1,4.0,0,0,33.2
113283,1,4.0,0,0,26.9
113290,1,5.0,0,0,64.2
113304,2,3.5,1,0,42.45
113337,1,5.0,1,0,7.9
113344,1,5.0,1,0,19.2
113349,1,4.0,0,0,16.8
113404,1,3.0,0,1,43.7
113408,1,4.0,0,0,49.1
113410,1,5.0,0,0,9.7
113457,1,4.0,0,0,6.0
113475,1,5.0,0,0,47.7
113494,1,3.0,0,1,40.9
113497,1,4.0,0,0,32.8
113504,1,3.0,1,0,52.3
113531,1,5.0,0,0,17.2
113533,1,5.0,0,0,12.3
113537,1,4.0,0,0,12.0
113573,1,5.0,0,0,42.0
113578,1,5.0,0,0,31.6
113620,1,4.0,0,0,21.8
113636,1,5.0,0,0,69.7
113652,1,5.0,0,0,24.8
113672,1,4.0,0,0,37.0
113677,1,4.0,0,0,13.2
113720,1,5.0,0,0,11.9
113745,1,4.0,0,1,32.8
113747,1,5.0,0,0,11.6
113770,1,4.0,0,0,57.6
113773,1,4.0,1,0,16.5
113780,1,5.0,0,1,28.5
113789,1,5.0,0,0,27.8
113831,1,4.0,1,0,9.3
113837,1,5.0,0,0,16.1
113841,1,4.0,0,1,29.8
113855,1,5.0,0,0,23.1
113876,1,5.0,0,0,14.1
113895,1,5.0,0,0,23.9
113909,2,3.5,0,0,25.2
113912,1,4.0,0,0,41.7
113916,1,4.0,1,0,14.5
113923,1,2.0,0,1,48.1
114070,1,4.0,1,0,61.9
114071,1,5.0,0,0,10.0
114128,1,5.0,0,0,20.1
114140,1,5.0,0,0,33.3
114146,1,5.0,0,0,17.1
114166,1,4.0,0,0,30.6
114184,1,5.0,1,0,46.2
114206,1,5.0,0,0,12.0
114219,1,5.0,1,0,29.7
114224,1,4.0,0,1,12.1
114234,1,5.0,0,0,13.7
114251,1,5.0,1,1,27.8
114270,1,5.0,0,0,12.3
114275,1,4.0,1,1,37.4
114282,1,5.0,0,0,40.1
114289,1,5.0,0,0,34.2
114311,1,5.0,0,1,64.5
114312,1,5.0,1,0,20.3
114339,1,5.0,0,0,17.4
114346,1,5.0,1,0,40.3
114409,1,4.0,0,0,17.9
114419,1,5.0,0,0,14.6
114464,1,5.0,0,0,4.1
114537,1,5.0,1,0,41.4
114571,1,5.0,0,0,36.2
114614,1,5.0,0,1,61.5
114685,1,5.0,0,0,55.4
114698,1,4.0,0,0,11.2
114708,1,3.0,0,1,28.3
114727,1,4.0,0,1,42.3
114764,1,5.0,0,0,14.3
114790,1,5.0,0,0,19.2
114798,1,4.0,0,0,31.4
114827,1,3.0,0,1,13.4
114830,1,3.0,1,1,16.0
114833,1,4.0,0,0,48.6
114852,1,5.0,0,0,30.6
114876,1,5.0,1,0,15.4
114932,1,2.0,1,1,63.3
114946,1,3.0,0,1,50.8
114973,1,4.0,0,0,7.7
115067,1,4.0,1,0,42.3
115070,1,4.0,0,1,34.6
115102,1,5.0,0,0,41.5
115112,1,5.0,0,0,22.9
115155,1,5.0,1,0,28.6
115185,1,5.0,0,0,33.1
115205,1,4.0,0,0,30.5
115207,1,4.0,0,0,12.3
115208,1,5.0,1,0,12.3
115223,1,3.0,0,0,13.0
115247,1,3.0,0,1,51.7
115262,1,5.0,0,0,11.0
115266,1,4.0,1,0,40.4
115283,1,5.0,0,0,8.4
115306,1,4.0,0,0,33.6
115335,2,4.5,1,1,37.05
115340,1,5.0,0,0,17.2
115343,1,4.0,0,1,45.9
115363,1,5.0,0,0,27.6
115375,1,3.0,0,0,63.1
115388,1,4.0,0,0,38.0
115395,1,5.0,0,0,12.8
115409,1,5.0,1,0,44.9
115420,1,5.0,0,0,33.6
115431,1,4.0,0,0,48.2
115455,1,5.0,0,0,18.7
115461,1,4.0,0,0,56.2
115482,1,5.0,0,0,14.1
115485,1,4.0,0,0,46.0
115498,1,5.0,0,0,17.0
115517,1,5.0,0,1,37.9
115519,1,5.0,0,0,46.3
115538,1,5.0,0,0,13.6
115545,1,5.0,0,0,43.9
115586,1,4.0,0,0,54.1
115598,1,4.0,0,1,42.1
115617,1,5.0,0,0,6.8
115620,1,5.0,0,0,13.3
115627,1,5.0,0,0,7.8
115632,1,4.0,1,1,39.7
115654,1,5.0,0,1,31.9
115696,1,5.0,1,0,26.5
115723,1,5.0,0,0,45.1
115747,1,5.0,0,0,18.0
115757,2,5.0,1,1,24.05
115767,1,3.0,1,0,56.3
115816,1,5.0,1,0,11.8
115824,1,5.0,0,0,16.6
115825,1,5.0,0,0,24.2
115842,1,3.0,1,0,62.3
115851,1,4.0,0,0,66.2
115856,1,4.0,0,1,42.2
115871,1,5.0,1,0,31.1
115885,1,5.0,0,0,17.9
115920,1,5.0,0,0,14.3
115990,1,5.0,0,0,30.4
115998,1,5.0,0,0,32.5
116000,1,5.0,1,0,7.5
116033,1,4.0,0,1,34.9
116058,1,4.0,0,0,40.4
116067,1,5.0,1,0,40.7
116104,1,4.0,0,0,18.3
116127,1,5.0,0,0,12.8
116140,1,5.0,0,0,11.8
116160,1,5.0,0,0,12.4
116166,1,5.0,0,0,22.7
116213,1,5.0,0,0,15.3
116226,1,4.0,0,1,43.1
116250,1,5.0,0,1,3.1
116280,1,5.0,0,0,37.7
116323,1,3.0,0,0,56.4
116379,1,5.0,0,0,35.8
116400,1,5.0,0,1,38.5
116476,1,5.0,0,0,14.7
116484,1,4.0,0,1,11.1
116555,1,5.0,1,0,24.5
116556,1,4.0,0,0,57.6
116629,1,5.0,0,0,18.7
116637,1,4.0,0,0,52.0
116639,2,4.0,2,0,57.849999999999994
116655,1,5.0,0,1,8.5
116664,1,5.0,0,0,19.2
116681,1,5.0,0,0,41.1
116682,1,4.0,0,1,7.9
116700,1,4.0,0,1,61.2
116723,1,3.0,0,1,13.7
116742,1,4.0,0,0,31.3
116770,1,3.0,0,0,14.9
116771,1,4.0,0,0,22.1
116774,1,4.0,1,0,50.8
116799,1,3.0,0,1,52.0
116818,1,5.0,0,0,8.6
116826,1,5.0,0,0,5.8
116858,1,5.0,0,0,12.1
116862,1,5.0,0,0,36.1
116874,1,4.0,0,0,15.3
116919,1,5.0,0,0,42.8
116946,1,4.0,0,0,51.4
116970,1,4.0,0,0,13.4
116971,1,5.0,0,0,68.9
116976,1,4.0,1,0,49.2
116978,1,3.0,0,1,6.0
117014,1,5.0,0,0,9.5
117047,1,5.0,0,0,35.5
117053,1,4.0,0,0,60.6
117069,1,5.0,0,0,11.5
117125,1,5.0,0,0,4.8
117152,1,4.0,0,0,61.8
117164,1,4.0,0,0,40.9
117181,1,5.0,0,0,12.0
117205,1,5.0,0,0,36.2
117236,1,5.0,0,1,28.1
117243,1,5.0,0,0,17.2
117282,1,5.0,0,0,7.8
117323,1,5.0,1,0,11.0
117374,1,4.0,0,0,11.7
117423,1,5.0,0,0,22.2
117429,1,5.0,0,0,16.8
117454,1,5.0,0,0,23.6
117467,1,3.0,0,0,29.7
117539,1,3.0,1,0,51.3
117542,2,5.0,0,0,26.75
117549,1,5.0,0,0,13.2
117589,1,5.0,0,0,16.1
117597,1,5.0,0,0,8.4
117600,1,4.0,1,0,21.4
117654,1,5.0,0,0,29.1
117665,1,5.0,0,0,47.0
117677,1,5.0,0,0,23.9
117682,1,5.0,0,0,30.7
117688,1,5.0,0,0,22.4
117689,1,5.0,1,0,6.4
117692,1,5.0,0,0,11.3
117742,1,5.0,0,0,17.7
117752,1,4.0,0,1,31.3
117842,1,4.0,0,0,11.2
117901,1,5.0,0,0,32.5
117902,1,5.0,0,0,19.0
117912,1,4.0,0,0,41.5
117945,1,4.0,0,0,44.7
118049,1,5.0,1,0,13.4
118068,1,5.0,0,0,12.1
118092,1,5.0,0,1,26.1
118115,1,5.0,0,0,14.7
118131,1,5.0,0,0,12.5
118152,1,4.0,0,1,45.4
118193,1,3.0,1,1,65.5
118220,1,5.0,0,0,36.8
118294,1,5.0,0,0,33.1
118324,1,5.0,0,0,17.9
118345,1,4.0,0,0,52.3
118347,1,5.0,0,0,20.8
118350,1,3.0,0,0,50.9
118365,1,3.0,0,0,62.8
118386,1,3.0,0,1,53.5
118403,1,5.0,0,0,14.6
118418,2,3.5,1,1,40.949999999999996
118435,1,4.0,0,0,13.3
118441,1,3.0,1,0,53.7
118451,1,5.0,0,0,26.3
118462,1,4.0,0,0,9.7
118551,1,5.0,1,0,47.4
118570,1,5.0,0,0,10.1
118625,1,4.0,1,0,28.5
118635,1,5.0,0,0,26.3
118660,1,5.0,0,0,8.3
118665,1,4.0,0,1,32.5
118686,1,5.0,0,0,35.3
118699,1,5.0,0,0,12.8
118707,1,5.0,0,0,21.0
118708,1,5.0,0,0,52.9
118727,1,5.0,0,0,51.7
118760,1,5.0,0,0,15.9
118765,1,5.0,0,1,33.5
118800,1,5.0,0,0,15.8
118801,1,5.0,0,0,11.8
118813,1,5.0,1,0,16.0
118827,1,5.0,1,0,39.2
118845,1,3.0,0,0,63.9
118846,1,5.0,0,0,42.3
118890,1,3.0,0,1,34.6
118900,1,2.0,1,1,68.3
118902,1,5.0,0,0,33.1
118911,1,5.0,0,0,38.3
118943,1,5.0,0,0,20.5
118965,1,4.0,0,0,55.9
118972,1,4.0,0,0,19.5
118980,1,4.0,0,0,30.1
119020,1,5.0,0,0,27.4
119029,1,5.0,0,0,6.1
119031,1,5.0,1,0,39.6
119038,1,5.0,1,0,49.2
119045,1,3.0,0,1,63.6
119074,1,4.0,0,1,3.3
119089,1,5.0,0,0,12.6
119100,1,3.0,0,1,55.9
119133,1,5.0,0,0,59.0
119147,1,5.0,0,0,44.1
119159,1,5.0,0,1,10.2
119163,1,4.0,0,0,8.5
119174,1,3.0,0,0,62.7
119185,1,4.0,0,0,61.9
119263,1,3.0,0,0,70.3
119270,1,5.0,1,0,23.6
119284,1,4.0,0,0,18.7
119296,1,4.0,0,1,13.2
119333,1,5.0,0,0,19.2
119343,1,2.0,0,1,50.1
119360,1,5.0,0,0,37.5
119367,1,4.0,0,0,51.2
119386,1,4.0,0,0,29.3
119391,1,3.0,1,1,77.6
119433,1,2.0,0,1,23.9
119463,1,5.0,0,0,7.6
119465,1,4.0,0,1,15.3
119508,1,5.0,0,0,13.9
119536,1,5.0,0,0,42.8
119555,1,3.0,1,0,52.1
119637,1,2.0,1,1,61.2
119661,1,5.0,0,0,12.2
119676,1,4.0,1,1,15.6
119737,1,3.0,0,1,35.2
119743,1,5.0,0,0,14.1
119766,1,3.0,0,1,12.6
119794,1,5.0,0,0,9.8
119824,1,5.0,0,1,15.9
119882,1,5.0,0,0,42.6
119895,1,5.0,0,0,38.9
119922,1,4.0,0,0,14.2
119943,1,3.0,0,0,80.9
119960,1,3.0,0,0,53.3
119971,1,5.0,0,0,6.1
119998,1,5.0,0,0,34.1
120005,1,5.0,0,0,7.7
120008,1,3.0,0,1,43.2
120023,1,5.0,0,1,31.6
120049,1,5.0,0,1,38.6
120051,1,5.0,0,0,42.3
120066,1,5.0,1,0,42.5
120080,1,5.0,1,0,28.1
120096,1,4.0,1,0,51.9
120100,1,5.0,0,1,44.4
120132,1,4.0,0,0,4.4
120238,1,3.0,0,1,49.0
120245,1,5.0,0,0,6.9
120249,1,5.0,0,0,16.1
120310,1,5.0,0,0,47.4
120324,1,5.0,0,0,14.7
120335,1,5.0,1,0,22.5
120358,1,4.0,0,1,11.7
120388,1,5.0,0,0,57.4
120419,1,4.0,0,0,27.0
120425,1,4.0,1,0,33.9
120431,1,4.0,0,0,45.1
120435,1,5.0,0,0,33.4
120445,1,5.0,0,0,47.3
120455,1,3.0,0,0,48.7
120467,1,4.0,1,0,48.6
120541,1,5.0,0,0,25.6
120568,1,4.0,0,0,67.9
120574,1,5.0,0,0,38.1
120609,1,5.0,0,0,18.9
120617,1,5.0,0,0,42.9
120641,1,5.0,0,0,35.6
120649,1,2.0,0,1,48.9
120663,1,5.0,0,0,17.9
120666,1,5.0,0,0,10.6
120681,1,5.0,0,0,16.8
120690,1,4.0,1,0,35.1
120703,1,5.0,0,0,8.9
120735,1,5.0,0,0,42.4
120750,1,4.0,0,0,9.1
120761,1,4.0,0,0,55.2
120763,2,4.5,0,0,35.400000000000006
120775,1,5.0,0,0,42.5
120795,1,5.0,1,0,33.2
120799,1,3.0,1,0,26.7
120899,1,3.0,1,0,71.3
120913,1,3.0,0,1,20.0
120915,1,4.0,0,0,50.8
120916,1,5.0,1,0,28.4
120929,1,5.0,0,0,43.5
120967,1,5.0,0,0,16.3
120981,1,5.0,0,0,34.1
121061,1,5.0,0,0,35.4
121070,1,4.0,0,0,21.9
121078,1,5.0,0,0,4.3
121109,1,5.0,0,0,12.0
121183,1,5.0,0,0,11.0
121214,1,5.0,0,0,4.3
121216,1,4.0,1,1,29.4
121224,1,5.0,0,1,47.2
121229,1,4.0,0,1,42.1
121246,1,5.0,1,0,38.4
121263,1,4.0,0,0,42.8
121272,1,5.0,0,0,20.3
121293,1,5.0,0,0,35.2
121295,1,4.0,0,0,12.6
121302,1,2.0,1,1,53.3
121337,1,5.0,0,0,26.0
121348,1,3.0,1,1,67.5
121406,1,5.0,0,0,42.7
121410,1,5.0,0,0,30.0
121427,1,5.0,0,0,21.1
121433,1,5.0,0,0,16.4
121466,1,5.0,0,0,33.7
121472,1,4.0,0,0,39.3
121502,1,5.0,0,0,22.5
121532,1,4.0,0,0,41.1
121543,1,3.0,0,1,55.4
121552,1,5.0,0,1,25.2
121592,1,5.0,0,0,44.9
121617,1,4.0,0,0,16.3
121719,1,5.0,0,1,28.5
121737,1,4.0,0,0,50.3
121752,1,5.0,0,0,25.4
121764,1,5.0,0,0,22.7
121812,1,5.0,0,0,47.4
121816,1,5.0,0,0,42.2
121824,1,5.0,1,0,17.2
121826,1,5.0,0,0,41.8
121837,1,4.0,0,1,34.9
121864,1,5.0,1,0,37.8
121884,1,5.0,0,0,9.8
121912,1,4.0,1,0,33.7
121915,1,5.0,0,0,5.1
121938,1,4.0,1,1,34.1
121950,1,5.0,0,0,9.5
121982,1,5.0,0,0,17.7
121999,1,3.0,0,0,63.1
122010,1,5.0,1,0,46.8
122013,1,3.0,1,0,50.6
122036,1,5.0,0,0,10.0
122047,1,5.0,0,0,46.3
122058,1,5.0,0,0,41.3
122092,1,5.0,0,0,11.5
122098,1,4.0,0,0,52.8
122175,1,3.0,0,1,48.2
122192,1,5.0,0,0,15.2
122233,1,5.0,1,0,18.9
122244,1,5.0,0,0,19.7
122292,1,5.0,0,0,37.9
122300,1,5.0,0,0,14.9
122309,1,5.0,0,0,44.8
122323,1,4.0,0,0,42.1
122367,1,4.0,0,0,28.8
122384,1,4.0,0,1,51.7
122434,1,5.0,1,0,49.3
122453,1,3.0,0,0,56.4
122454,1,5.0,0,0,32.0
122464,1,4.0,1,1,52.2
122495,1,3.0,0,1,4.5
122555,1,4.0,0,0,15.8
122562,1,4.0,0,0,37.1
122570,1,5.0,0,1,36.7
122578,1,3.0,1,1,23.4
122603,1,5.0,0,0,16.2
122625,1,5.0,1,0,24.6
122630,1,5.0,0,0,27.1
122651,1,4.0,0,1,49.4
122657,2,5.0,1,1,38.55
122671,1,3.0,0,0,8.6
122685,1,4.0,0,1,54.2
122710,1,5.0,0,1,17.7
122715,1,4.0,0,0,17.8
122731,1,4.0,1,0,7.9
122753,1,5.0,0,0,7.5
122768,1,4.0,0,0,60.7
122839,2,4.5,1,1,26.8
122862,1,4.0,0,1,26.7
122873,1,5.0,0,0,29.4
122875,1,5.0,0,0,18.8
122907,1,5.0,0,0,49.1
122934,1,5.0,0,0,12.8
122937,1,3.0,0,1,12.7
122950,1,4.0,0,0,15.4
122962,1,4.0,1,1,46.4
122973,1,4.0,0,0,65.1
122981,1,5.0,0,0,3.7
123007,1,5.0,1,0,44.1
123010,1,4.0,0,0,5.3
123039,1,4.0,0,0,51.2
123082,1,4.0,1,0,65.5
123094,1,5.0,0,0,30.2
123096,1,4.0,0,1,34.1
123135,1,5.0,0,0,21.5
123142,1,3.0,1,0,56.1
123148,1,5.0,0,0,27.0
123191,1,5.0,0,0,3.5
123200,2,5.0,1,0,27.5
123223,1,4.0,0,0,29.0
123239,1,4.0,0,1,44.2
123256,1,5.0,1,0,12.5
123270,1,5.0,0,0,4.2
123300,1,5.0,0,0,15.2
123320,1,5.0,1,0,16.4
123339,1,3.0,1,1,49.8
123372,1,5.0,0,1,15.7
123374,1,5.0,0,0,10.2
123375,1,5.0,0,0,14.5
123387,1,5.0,0,0,15.5
123397,1,5.0,0,0,14.4
123438,1,4.0,0,1,46.1
123456,1,5.0,0,0,6.0
123488,1,5.0,0,0,17.9
123489,1,4.0,1,0,40.6
123512,1,5.0,0,0,7.6
123526,1,4.0,0,1,48.8
123541,1,5.0,0,0,3.7
123544,1,5.0,0,0,45.5
123569,1,5.0,0,0,11.9
123608,1,3.0,1,1,48.2
123621,1,5.0,0,0,21.2
123623,1,3.0,0,0,57.4
123630,1,4.0,1,0,17.8
123641,1,5.0,0,0,3.2
123649,1,3.0,0,0,73.7
123696,1,4.0,0,1,46.8
123738,1,4.0,1,0,47.0
123760,1,5.0,0,0,11.9
123766,1,4.0,0,0,72.3
123775,1,4.0,0,0,45.4
123784,1,4.0,1,0,24.2
123799,1,4.0,0,1,41.6
123816,1,5.0,0,1,12.9
123824,1,5.0,0,0,22.4
123829,1,4.0,1,0,12.0
123851,1,4.0,0,1,62.2
123853,1,4.0,0,0,5.1
123858,1,5.0,0,0,40.3
123860,1,5.0,0,0,41.6
123889,1,3.0,0,0,11.0
123895,1,4.0,0,0,5.8
123946,1,4.0,0,0,31.1
123954,1,5.0,0,0,12.3
123961,1,5.0,0,0,27.5
124001,1,5.0,0,0,32.2
124011,1,5.0,0,0,30.0
124025,1,4.0,0,0,13.0
124035,1,4.0,0,1,19.9
124040,1,4.0,0,1,37.1
124049,1,4.0,0,0,14.6
124058,1,4.0,0,0,6.4
124059,1,5.0,0,0,55.3
124061,1,5.0,0,0,8.7
124087,1,5.0,0,0,23.5
124094,1,5.0,0,0,23.4
124099,1,5.0,0,0,21.3
124102,1,5.0,0,0,9.7
124103,1,4.0,0,1,11.7
124112,1,4.0,0,1,45.1
124139,1,3.0,0,0,82.3
124147,1,5.0,0,0,45.3
124148,1,4.0,0,0,20.0
124165,1,4.0,0,0,9.4
124170,1,5.0,0,0,9.6
124178,1,5.0,0,1,26.0
124195,1,4.0,0,0,6.0
124201,1,5.0,0,0,46.2
124219,1,5.0,0,0,16.7
124258,1,2.0,0,1,9.6
124264,1,3.0,0,1,32.9
124276,1,5.0,0,0,14.0
124302,1,3.0,0,0,24.5
124317,1,4.0,0,1,34.6
124339,1,5.0,1,0,5.7
124360,1,5.0,0,0,14.4
124419,1,4.0,1,1,29.6
124449,1,4.0,0,0,18.9
124512,1,3.0,0,1,39.2
124525,1,5.0,0,0,18.5
124554,1,3.0,1,1,49.1
124560,1,5.0,0,0,39.1
124597,1,5.0,0,0,16.3
124602,1,5.0,1,0,14.4
124607,1,4.0,0,0,9.0
124616,1,3.0,0,0,12.5
124646,1,5.0,0,1,11.4
124750,1,4.0,0,1,43.3
124775,1,4.0,0,1,24.4
124778,1,3.0,0,0,25.9
124797,1,4.0,0,0,36.2
124800,1,5.0,0,0,8.4
124821,1,5.0,1,0,15.7
124825,1,3.0,0,1,47.0
124838,1,4.0,0,1,27.5
124839,1,5.0,0,0,9.6
124853,1,5.0,0,0,17.3
124873,1,5.0,0,0,20.3
124878,1,5.0,0,0,43.6
124879,1,3.0,0,1,23.2
124888,1,4.0,0,0,22.6
124899,1,5.0,0,0,9.0
124905,1,5.0,0,0,28.4
124930,1,5.0,0,0,8.5
124944,1,5.0,0,0,17.9
124949,1,4.0,0,1,38.9
124983,1,4.0,0,0,22.0
125004,1,5.0,0,0,51.2
125038,1,5.0,0,0,10.8
125049,1,4.0,1,0,7.7
125051,1,4.0,1,1,20.1
125073,1,5.0,0,0,13.6
125075,1,4.0,0,0,38.6
125087,1,5.0,0,0,19.7
125095,1,5.0,0,0,37.1
125149,1,5.0,0,0,31.3
125177,1,5.0,0,0,35.5
125192,1,4.0,0,1,47.3
125199,1,4.0,0,0,59.0
125232,1,5.0,0,0,41.8
125241,1,4.0,1,1,32.1
125273,1,5.0,0,0,14.6
125299,1,5.0,0,0,8.6
125354,1,5.0,0,0,45.0
125381,1,5.0,0,0,3.3
125385,1,5.0,0,0,48.4
125439,1,3.0,0,1,55.1
125496,1,4.0,1,0,57.8
